id,city,route_type,hour,day_of_week,is_weekend,day_of_month,rainfall_mm,fuel_price_index,population_density_index,avg_income_index,previous_hour_demand,random_index_1,random_index_2,noise_factor,peak
79,Dar,business,2,2,0,18,24.16640508508408,1.063240773905552,0.4905015960609739,0.713161466808361,56.09738969400268,0.9725544496267299,91.73135754622427,A,1
80,Dar,market,22,0,0,15,15.53296544760694,1.1286148455106442,0.8313250918771948,0.8068723304911969,83.72315797894868,0.26705038534845366,69.31752114569247,A,0
81,Mbeya,market,14,1,0,16,15.875622459602404,1.081848473463854,0.32376218501005916,0.7881941870727879,49.734900737255074,0.13384765424599987,97.10582451653677,C,0
82,Mbeya,market,19,6,1,3,17.50627044780798,0.9483955271782626,0.32590534430084483,0.7173889149374371,43.000883728770305,0.22213377163371284,33.98749637680661,C,1
83,Dodoma,business,14,0,0,4,6.1700110266921815,0.9349415158443143,0.7381239635059063,0.9201844237653309,81.58631881823047,1.0435459092865536,2.440078155653802,B,1
84,Mwanza,market,22,4,0,13,15.127230795273888,0.9828086628928242,0.3490207940232297,0.30663980353994863,25.26838359772286,-0.024277279891941953,58.07572072273277,D,1
85,Dar,market,6,3,0,5,5.558208006969906,0.8138651096323176,0.896975275184331,0.8008873206639693,78.9108534470895,-0.29973857660920283,91.03391020575343,C,1
86,Dar,business,16,0,0,24,4.811585151525034,1.0801857332040166,0.7119879602812718,0.9876313605560572,108.4198978131503,-0.09709956740332326,40.15802364254875,A,1
87,Mbeya,business,12,5,1,10,10.434551091633892,0.9871788473904889,0.32571235619862954,0.9700891840883279,102.62056957939659,-0.5011399672785699,62.97779229961531,C,0
88,Dar,residential,2,3,0,26,0.0,1.0177375391839547,0.660673547020308,0.6438304386080386,119.63357758067242,2.235674686984474,74.78716040922285,A,0
89,Dar,mixed,13,4,0,2,4.67249213763683,0.7754332801006164,0.4910715623994204,0.6336737798312578,24.437666353323678,-0.8783711870927843,3.542236841854507,C,0
90,Dar,residential,10,2,0,2,0.0,0.8742659699571156,0.4818276486322283,0.8063940795820095,69.58757350787708,0.6947610308465396,7.613085949030019,A,1
91,Mwanza,mixed,12,5,1,29,1.5133856333272302,1.0151369474570378,0.7634784070745952,0.6806452355981795,106.44928803073485,0.862796985790489,52.12603121804149,D,0
92,Dodoma,residential,15,0,0,13,14.019333057496219,1.0857445931717407,0.7760985402322103,0.733027964750629,95.27166395576413,-0.3703233685972966,74.35082562916078,C,1
93,Mwanza,mixed,1,5,1,13,3.3315281017658656,0.9774286352430667,0.500926693222439,0.7318488428630194,118.11861780274235,0.003414751178410458,25.98035810641598,D,0
94,Mbeya,business,15,5,1,19,11.995069469686042,1.1577453279763474,0.9740944027012961,0.5393105162270803,83.26218931339481,-0.44643361455052827,30.096356694681624,A,0
95,Dodoma,market,16,1,0,22,11.55271994318646,1.1195046628924843,0.332019423668759,0.9100757643066633,117.3488969177397,-1.5231869047837747,74.96518317429248,C,0
96,Dodoma,residential,11,6,1,29,22.52419223387472,0.9934249738927012,0.7783067636245535,0.6121318944637237,47.362666628166586,-1.448013900416244,16.362382119166917,C,0
97,Mbeya,residential,10,3,0,2,0.0,0.9276563185893175,0.3919345884865646,0.9076380257726049,116.3236653440132,0.731145529257608,73.12700669736856,C,1
98,Mbeya,business,19,5,1,19,17.183108310082734,0.9793432831568671,0.4609682241237603,0.4491732928175583,23.113408288451136,0.9505027552826248,47.32099066915572,D,0
99,Dodoma,market,16,4,0,21,7.256193373578967,0.9841344504131414,0.6712480756097792,0.31250332473482356,99.67978278640275,-1.1866415173650475,91.18360349599111,B,1
100,Arusha,mixed,13,6,1,25,0.0,1.0606165090611457,0.6908888708082386,0.45787809971061477,36.08254690781901,0.8907380837748904,43.32467489716556,D,0
101,Mbeya,residential,7,4,0,18,0.0,0.9062977995600074,0.9822898963094828,0.8053213395488545,85.69838575644931,1.618802025020598,95.2648638038717,A,0
102,Arusha,market,18,0,0,17,11.302096631391848,0.9088205511248644,0.312857345858378,0.637649467086114,41.034957991886856,0.06250273324947596,88.25334858196,B,1
103,Dar,residential,19,1,0,22,3.7562079493972513,1.0632116101268378,0.8750085096069065,0.32882844669549016,87.03854583544123,-0.9787666478612534,12.421996672805935,C,0
104,Dar,market,8,6,1,31,24.49584099307897,1.0357925728691768,0.90967838662226,0.7998608524926993,100.17280830697918,0.11453336621546396,81.72977699624937,B,1
105,Arusha,business,8,3,0,10,17.601163767990656,1.1685648301419165,0.7152950538171251,0.7552059301114177,67.92789285762873,-0.46029544419384677,32.90174378146622,B,1
106,Dodoma,residential,7,4,0,23,5.496050627714666,0.9918149268511942,0.4131707809027618,0.31460279750407666,85.32630192373301,-0.48969947452831014,8.15264895524267,C,1
107,Arusha,residential,21,6,1,15,34.75239212496761,0.9742623462576655,0.9077907537858663,0.8090183488364155,94.2706521199981,-1.6685840738775894,34.59349925469629,D,0
108,Dodoma,mixed,23,1,0,17,30.748572030870893,1.0412218402243933,0.3205761120295551,0.5768606188943106,80.61887135611715,0.599783855964729,99.21333163406723,B,0
109,Mbeya,mixed,2,4,0,18,19.068374196021644,1.1376803492878929,0.39209737958908186,0.8010774752774619,110.9032520665641,0.777016095757289,23.754332492387764,B,1
110,Mwanza,business,4,4,0,6,0.0,0.9949577148278512,0.909524930890758,0.6117136785018658,71.48173539296903,-1.1555680481057173,39.10815366517607,A,1
111,Dodoma,market,2,4,0,5,12.553786737564373,1.11077204502817,0.39161156250284485,0.9788747315549813,65.37895413836392,-0.7080788661941414,7.349674733001265,B,1
112,Mwanza,residential,9,3,0,30,8.692261306382344,0.8854822575964619,0.7115190597772708,0.9640083483960036,45.25277820754192,1.4045433740108757,35.67320530400016,D,1
113,Mbeya,residential,16,3,0,24,0.0,1.1030283454031842,0.44408884702573775,0.3783437335784095,46.97496115169896,0.23878915902651351,53.1169528001032,D,1
114,Mwanza,residential,0,6,1,3,15.861120617724634,0.9919283419891418,0.5213092734837254,0.6550643660818747,24.15728590503921,0.9163276747024814,45.47398556338591,C,1
115,Arusha,market,22,3,0,6,12.771907807183942,1.1108182816737517,0.4412974164860638,0.7714027033274421,116.99120461072704,-1.0399059271255309,67.26021182251263,D,1
116,Mbeya,business,21,6,1,2,9.17724669491144,0.9973205653364337,0.470903103295662,0.8816140339391938,106.46088359550367,0.1982893773718653,91.86777969935042,A,0
117,Arusha,business,15,5,1,21,7.923153420404204,1.0839184867716312,0.5440015670693793,0.41150121166996356,80.49539226905408,1.815372684826906,86.64386675276454,A,0
118,Mbeya,residential,20,4,0,31,14.51522390314613,1.0355550629674353,0.5828982251557231,0.528923213094267,86.75933855635847,0.7214662737850742,43.5583314812933,C,0
119,Dar,mixed,21,6,1,25,15.083175457719177,1.1109260202222924,0.7268822638490862,0.694407249143921,58.04197042327977,-1.4620359715018856,59.64854749854216,D,0
120,Dar,business,11,5,1,26,0.49210622458854303,1.0312079418819668,0.7498031782630327,0.8315410295460062,70.04453091307414,-1.6306733674152643,47.66954750411592,C,0
121,Mwanza,mixed,10,4,0,21,11.367767772545754,1.0758928589786765,0.47043760760340947,0.9489241813574145,26.026739028956086,0.2811914239693758,35.16226872396344,B,0
122,Mbeya,mixed,15,4,0,20,14.179348906260518,1.0206843851996525,0.6725821493373281,0.7066524372839584,28.962633915494212,0.31620007620456086,82.31740155956602,B,0
123,Arusha,business,11,1,0,7,9.468876767254908,1.1846626500830473,0.3748138461663207,0.6971185537402325,45.65627837013638,0.22228271745828398,48.35456467199247,C,0
124,Dar,mixed,23,4,0,10,11.979982374697688,1.225045476781627,0.715476998386203,0.8556206952663614,84.66059134228601,0.739749939878259,76.9944700251679,A,1
125,Mwanza,business,4,3,0,18,7.970026553379329,1.0692699325994213,0.76999726867143,0.8666709830379091,96.6656135200406,0.4575426361980803,42.3944812913302,A,1
126,Dar,business,11,1,0,1,8.517698728978333,0.9870179300266574,0.3165470102324355,0.7493800503102861,80.70940360887808,-0.5574917850078336,59.4476335186173,B,1
127,Dar,market,2,6,1,21,0.0,0.9382187320743385,0.6120536402040602,0.8071617959790327,21.582109176558244,1.8964943831295615,81.87070571192328,D,1
128,Mwanza,market,9,6,1,13,1.1937657373065207,0.9288701375239462,0.5484974140823561,0.34859668992226533,71.90597909082703,-0.6218183005063913,54.00119146045106,B,1
129,Mwanza,business,21,3,0,29,15.610984518713781,0.864274476917322,0.33663721305055583,0.5649334964401083,56.2944271845992,-0.18908146916187335,44.63523511976422,D,0
130,Dodoma,market,3,4,0,13,20.4896818431392,1.069440631894537,0.41933455672174225,0.5866344971036427,62.26891133961895,-0.02001889934442878,38.25262802440083,C,0
131,Dodoma,business,7,5,1,5,13.068895766303458,1.086531690202038,0.4705597012447066,0.770090910529126,29.292914437938993,0.764096078496275,78.7901988292265,D,1
132,Dar,residential,15,3,0,6,7.673551358847698,0.9592176913931456,0.5391721513278446,0.5666366678576911,54.63217685890035,1.3100730944378527,27.970353847147923,B,1
133,Dodoma,market,22,5,1,3,10.31331123489487,1.0365300993021789,0.696602753519993,0.573729934140722,70.11529991820098,1.4020721472178432,53.97326187599428,A,1
134,Arusha,market,23,1,0,30,4.375496815990849,1.0433967422465047,0.44838774363156697,0.8731145028519891,52.252797784641515,-0.4341101794959805,95.73228878945872,B,1
135,Mwanza,residential,1,0,0,29,5.649764534213283,1.2464877635857683,0.8353668606320968,0.42238703908228875,70.25660764634424,-0.3001402843924914,14.63739921622491,A,1
136,Mwanza,mixed,20,1,0,4,14.062061362492003,1.0053988418445794,0.6027485148310924,0.5182712931596817,70.61418628402441,0.28329941844015705,21.60381825095996,B,1
137,Mwanza,mixed,22,2,0,31,3.6537448493306126,0.9311333245037057,0.9964064220188369,0.34044639269745663,89.50352288585532,-0.06265695620244455,23.918010421592562,C,0
138,Mbeya,residential,13,2,0,7,6.89458545167017,1.0170416222375487,0.6565954897048527,0.9976877976970837,101.39702695060188,0.9495541354413237,52.70414639116516,C,0
139,Mwanza,business,4,3,0,31,0.0,0.8633121301584579,0.5574315456141027,0.589890826770249,102.75378955668742,-0.22476540189268354,76.93048936413398,B,0
140,Mwanza,market,20,5,1,6,16.904801809365047,0.9203559818940421,0.39597679401029934,0.6747170920168142,41.52018720172375,-0.9941062330421927,54.79594889736929,C,1
141,Mbeya,mixed,22,4,0,26,9.752488022755006,1.0732345054421646,0.8674801495903863,0.7298569178293153,105.95652316469457,-1.238295688376046,95.62221906489484,A,0
142,Dar,mixed,16,0,0,9,5.155075682105087,1.1826009713546937,0.47826943543223577,0.8886101055981457,23.8426348962325,2.1573082132655035,65.93539222057827,C,0
143,Dar,business,16,3,0,23,5.154280615973293,0.8808709860712194,0.8162036381050399,0.6585553445688721,88.02277792083532,0.0626853968868732,8.479201604580322,C,1
144,Dar,residential,18,2,0,24,10.08018641793803,0.9457401035568924,0.5713166620379386,0.623362855669669,119.1588408870274,-1.0766609345243296,54.96160437189245,B,0
145,Mwanza,market,14,3,0,17,0.0,1.0996047685805816,0.7372644981979846,0.5673577477570271,40.568726219555515,-0.7567950885694608,61.50129680388666,B,1
146,Dar,residential,22,5,1,31,21.644949520648932,1.1799271575019,0.8236512256006725,0.8682388516630963,85.64786073315027,0.5568208407749982,22.461561184385193,A,1
147,Arusha,market,17,5,1,20,8.317038731511634,0.9516188868458904,0.4382293429019561,0.9208474301464886,84.5810812655206,-0.3314562977246389,81.59469389686173,C,1
148,Dar,mixed,8,6,1,18,0.06944801257801103,1.0605539778080404,0.984878095160417,0.8237343341852983,75.781322551107,-0.1469987821970727,75.31873359134028,A,1
149,Dodoma,residential,12,1,0,2,7.08426189983817,1.039968795175264,0.8724497308998616,0.44945795641747033,70.5852692951829,-0.651356893791829,73.28015447662506,C,0
150,Mbeya,residential,0,2,0,31,11.301359991980256,0.9143693430556851,0.9139969090579827,0.6036603585783402,36.08481739577462,0.5966438335337123,88.14507796750213,D,0
151,Arusha,mixed,9,1,0,11,16.15625175240799,1.1099904950917883,0.8705828691362574,0.7304847682387926,88.78841098799151,-0.8581055447681935,53.86956673430391,D,1
152,Mwanza,market,21,3,0,17,16.190661949138235,1.1122175028801684,0.8293852605240168,0.889379260047696,67.03190541017857,-0.2875910194501882,64.33651799117843,B,0
153,Arusha,market,4,5,1,21,2.4672838611948356,0.958380599726986,0.5816289872805891,0.9119837294271664,71.01097124988252,-1.1807820626503391,10.413735792028744,B,0
154,Dodoma,mixed,23,5,1,24,18.1925002064917,1.0592526949201182,0.48887450408975003,0.8775345871260434,69.82556822634535,-0.17018462252492844,78.48969771114676,B,1
155,Mbeya,business,3,2,0,16,6.374175605381799,0.9095485311010567,0.8148539245412763,0.46510031940058094,57.142200187304574,-0.30309294439469225,80.13669158195191,C,1
156,Arusha,residential,21,4,0,1,24.894446269357054,0.892330983077487,0.8499561326561624,0.3828353336463711,60.99048896962883,1.1986413719910511,58.77693608621982,A,0
157,Dodoma,residential,9,1,0,3,0.0,0.9472223135754061,0.6626551363671708,0.5091079015121411,114.06792451153404,0.7714389919158241,42.96568127389351,C,1
158,Mbeya,residential,4,3,0,17,15.550846104063371,0.9897164479775601,0.7942133053648172,0.7418194521696944,24.984202778294154,0.09990554390240976,0.7029203813619156,A,0
159,Dodoma,mixed,19,0,0,4,11.167692877705202,0.9045938252253678,0.8509886218211229,0.9823842569467782,57.12070938899983,-0.953604613019698,84.47894362860214,B,1
160,Dodoma,residential,12,3,0,24,11.032518385921351,0.9511018512570841,0.6933949932267647,0.542144313251186,51.5189521097359,-0.1508356206065558,73.24487318380898,C,0
161,Dodoma,mixed,14,6,1,21,8.104006631518718,0.9890450708530797,0.4821104536734358,0.8115746754865107,118.12970904972467,-0.6040122749251271,65.41746014740745,B,0
162,Mbeya,mixed,16,2,0,19,10.639947044473146,1.0347906116324885,0.5446544604607731,0.37986704942155336,35.124682873493455,0.6329617515098265,56.12227882825249,A,1
163,Mbeya,residential,1,3,0,26,6.403391694197751,1.143854248451229,0.6841870597040411,0.7290301126033645,42.61470515899407,0.20981812871004196,42.86305469704757,A,0
164,Mwanza,market,15,0,0,2,23.061219981577043,0.973908773388287,0.5034112918644486,0.8508790944423663,31.193592702153033,-2.1331330350705104,87.21357000224765,B,1
165,Dodoma,market,19,5,1,15,9.707733200651115,1.032307927311603,0.9157072984660704,0.9094048975322049,43.87962113815393,-0.2523535021262876,98.49896561408751,B,1
166,Dar,business,1,0,0,24,17.064878217177274,0.9922162802987198,0.6770912585669,0.6484687556240032,30.547369995663058,-0.4263575962055433,77.56118509253275,C,0
167,Arusha,mixed,11,1,0,8,19.18756567357404,1.0919228934575202,0.7043153561168103,0.7442076922852126,99.79141596158941,-0.668144085538994,91.50900684070432,D,0
